scoringPeriodId,Player,Position,Team,playerrosterslot,Actual,Predicted,ActualMinusPredicted,SlottedPosition,Starter
5,Nyheim Hines,Running Back,NightTraen_Reign,20,6.5,6.130177005,0.3698229949999998,Bench,Bench
1,O.J. Howard,Tight End,NightTraen_Reign,6,3.2,8.582558525500001,-5.382558525500001,Tight End,Starter
2,O.J. Howard,Tight End,NightTraen_Reign,6,0,7.003059338,-7.003059338,Tight End,Starter
3,O.J. Howard,Tight End,NightTraen_Reign,6,8.100000000000001,6.530023513000001,1.5699764870000008,Tight End,Starter
4,O.J. Howard,Tight End,NightTraen_Reign,6,4.800000000000001,6.28771972,-1.4877197199999994,Tight End,Starter
5,O.J. Howard,Tight End,NightTraen_Reign,6,1.5,5.3367828500000005,-3.8367828500000005,Tight End,Starter
6,O.J. Howard,Tight End,NightTraen_Reign,20,4.5,4.888927482,-0.3889274819999997,Bench,Bench
1,Odell Beckham Jr.,Wide Receiver,Easy As_A Bisi,4,10.600000000000001,13.577022728000001,-2.9770227279999997,Wide Receiver,Starter
2,Odell Beckham Jr.,Wide Receiver,Easy As_A Bisi,4,25.1,14.265444686500002,10.8345553135,Wide Receiver,Starter
3,Odell Beckham Jr.,Wide Receiver,Easy As_A Bisi,4,8.600000000000001,15.3426169134,-6.742616913399999,Wide Receiver,Starter
4,Odell Beckham Jr.,Wide Receiver,Easy As_A Bisi,4,3,14.547084733700002,-11.547084733700002,Wide Receiver,Starter
5,Odell Beckham Jr.,Wide Receiver,Easy As_A Bisi,4,4,14.038099943399999,-10.038099943399999,Wide Receiver,Starter
6,Odell Beckham Jr.,Wide Receiver,Easy As_A Bisi,4,13.100000000000001,12.627438155799998,0.472561844200003,Wide Receiver,Starter
7,Odell Beckham Jr.,Wide Receiver,Easy As_A Bisi,20,NA,0,NA,Bench,Bench
8,Odell Beckham Jr.,Wide Receiver,Easy As_A Bisi,20,7.7,10.764959872899999,-3.0649598728999985,Bench,Bench
9,Odell Beckham Jr.,Wide Receiver,Easy As_A Bisi,20,10.700000000000001,10.657816800900001,0.042183199100000124,Bench,Bench
10,Odell Beckham Jr.,Wide Receiver,Easy As_A Bisi,20,8.2,10.667795572900001,-2.467795572900002,Bench,Bench
11,Odell Beckham Jr.,Wide Receiver,Easy As_A Bisi,23,8,10.6104144484,-2.6104144484000003,Flex,Starter
12,Odell Beckham Jr.,Wide Receiver,Easy As_A Bisi,4,17.4,11.241641964700001,6.158358035299997,Wide Receiver,Starter
2,Packers D/ST,Defense,NA,NA,18.6,13.511275995999998,5.088724004000003,NA,Starter
3,Packers D/ST,Defense,Pre-Snap_Adjustment,16,16.6,17.069626594,-0.4696265939999975,Defense,Starter
4,Packers D/ST,Defense,Pre-Snap_Adjustment,16,4.399999999999999,12.437084037999998,-8.037084038,Defense,Starter
5,Packers D/ST,Defense,NA,NA,12.399999999999999,10.917882912,1.482117087999999,NA,Starter
6,Packers D/ST,Defense,B1G_HAUS,16,10.2,14.222799303000004,-4.022799303000005,Defense,Starter
5,Panthers D/ST,Defense,NA,NA,19.2,15.443584845,3.756415154999999,NA,Starter
6,Panthers D/ST,Defense,Easy As_A Bisi,16,15.6,12.355073470000004,3.2449265299999954,Defense,Starter
8,Panthers D/ST,Defense,NA,NA,-1.4000000000000021,11.765701908,-13.165701908000003,NA,Starter
9,Panthers D/ST,Defense,The_Peppy Kids,16,14,13.726862182000003,0.2731378179999968,Defense,Starter
10,Panthers D/ST,Defense,The_Peppy Kids,20,9.399999999999999,8.389271957999998,1.0107280420000002,Bench,Bench
11,Panthers D/ST,Defense,The_Peppy Kids,16,6.399999999999999,12.865186851999999,-6.465186852,Defense,Starter
12,Panthers D/ST,Defense,The_Peppy Kids,20,5.399999999999999,8.116415900999996,-2.7164159009999977,Bench,Bench
1,Patrick Mahomes,Quarterback,NightTraen_Reign,0,27.32,19.907314698999997,7.412685301000003,Quarterback,Starter
2,Patrick Mahomes,Quarterback,NightTraen_Reign,0,31.619999999999997,24.763503267000004,6.856496732999993,Quarterback,Starter
3,Patrick Mahomes,Quarterback,NightTraen_Reign,0,27.86,22.648646289999995,5.2113537100000045,Quarterback,Starter
4,Patrick Mahomes,Quarterback,NightTraen_Reign,0,18,24.274363542000003,-6.274363542000003,Quarterback,Starter
5,Patrick Mahomes,Quarterback,NightTraen_Reign,0,18.54,23.748749490999998,-5.208749490999999,Quarterback,Starter
6,Patrick Mahomes,Quarterback,NightTraen_Reign,0,18.82,22.86947836,-4.049478359999998,Quarterback,Starter
7,Patrick Mahomes,Quarterback,NightTraen_Reign,0,7.24,21.071298068,-13.831298068,Quarterback,Starter
8,Patrick Mahomes,Quarterback,NightTraen_Reign,21,0,0,0,IR,Bench
9,Patrick Mahomes,Quarterback,NightTraen_Reign,21,0,0,0,IR,Bench
10,Patrick Mahomes,Quarterback,NightTraen_Reign,0,29.84,22.349120936,7.490879064000001,Quarterback,Starter
11,Patrick Mahomes,Quarterback,NightTraen_Reign,0,15.18,21.605339954,-6.425339954000002,Quarterback,Starter
12,Patrick Mahomes,Quarterback,NightTraen_Reign,20,NA,0,NA,Bench,Bench
1,Patriots D/ST,Defense,NA,NA,20.8,13.764077208,7.035922792000001,NA,Starter
2,Patriots D/ST,Defense,The_Peppy Kids,16,41,16.380265396,24.619734604,Defense,Starter
3,Patriots D/ST,Defense,The_Peppy Kids,16,21.2,18.495729366,2.7042706340000002,Defense,Starter
4,Patriots D/ST,Defense,The_Peppy Kids,16,29,13.78924345,15.21075655,Defense,Starter
5,Patriots D/ST,Defense,The_Peppy Kids,16,19.2,17.565129307,1.6348706929999999,Defense,Starter
6,Patriots D/ST,Defense,Hart_attack,16,37.8,18.224972876,19.575027123999998,Defense,Starter
7,Patriots D/ST,Defense,Hart_attack,16,29,16.514863652,12.485136348000001,Defense,Starter
8,Patriots D/ST,Defense,Hart_attack,16,25.8,17.046923208,8.753076792000002,Defense,Starter
9,Patriots D/ST,Defense,Hart_attack,16,7.6,14.405219486999997,-6.805219486999997,Defense,Starter
11,Patriots D/ST,Defense,Hart_attack,16,17,14.148549826999997,2.8514501730000035,Defense,Starter
12,Patriots D/ST,Defense,Hart_attack,16,18.4,13.893574151,4.506425848999999,Defense,Starter
1,Peyton Barber,Running Back,NightTraen_Reign,2,5.500000000000001,8.422298941000001,-2.922298941,Running Back,Starter
2,Peyton Barber,Running Back,NA,NA,15.4,6.751451080999999,8.648548919000001,NA,Starter
3,Peyton Barber,Running Back,Dillon_Panthers ,23,6.500000000000001,10.493253066000001,-3.9932530660000003,Flex,Starter
1,Philip Rivers,Quarterback,NA,NA,23.92,16.679650447,7.2403495530000015,NA,Starter
2,Philip Rivers,Quarterback,Team_Aponte,0,10.920000000000002,16.839812553099996,-5.9198125530999945,Quarterback,Starter
3,Philip Rivers,Quarterback,Team_Aponte,20,19.62,16.8124894046,2.8075105954,Bench,Bench
4,Philip Rivers,Quarterback,Team_Aponte,0,20.4,19.201647746299997,1.1983522537000013,Quarterback,Starter
5,Philip Rivers,Quarterback,Team_Aponte,0,4.14,16.818430853499997,-12.678430853499997,Quarterback,Starter
6,Philip Rivers,Quarterback,Team_Aponte,0,14.8,15.809882145799998,-1.0098821457999971,Quarterback,Starter
9,Philip Rivers,Quarterback,NA,NA,11.76,15.678455711600002,-3.918455711600002,NA,Starter
10,Philip Rivers,Quarterback,Easy As_A Bisi,0,10.28,17.828086957500002,-7.5480869575000025,Quarterback,Starter
11,Philip Rivers,Quarterback,Easy As_A Bisi,20,12.120000000000001,15.3653834071,-3.2453834070999985,Bench,Bench
3,Phillip Dorsett II,Wide Receiver,NA,NA,15.5,7.257914831,8.242085169,NA,Starter
4,Phillip Dorsett II,Wide Receiver,Just Drew _It,20,2.9,8.3015256329,-5.4015256329,Bench,Bench
5,Phillip Dorsett II,Wide Receiver,Just Drew _It,20,0,9.2751646367,-9.2751646367,Bench,Bench
1,Phillip Lindsay,Running Back,The_Peppy Kids,20,8.6,10.800306411000003,-2.2003064110000032,Bench,Bench
2,Phillip Lindsay,Running Back,The_Peppy Kids,20,8.6,11.553773088,-2.953773088,Bench,Bench
3,Phillip Lindsay,Running Back,The_Peppy Kids,20,27,11.277534691000001,15.722465308999999,Bench,Bench
4,Phillip Lindsay,Running Back,The_Peppy Kids,23,6.500000000000001,13.107497796499999,-6.607497796499998,Flex,Starter
5,Phillip Lindsay,Running Back,The_Peppy Kids,20,22.7,12.139464954500001,10.560535045499998,Bench,Bench
6,Phillip Lindsay,Running Back,Hart_attack,2,14.5,13.926484247,0.5735157530000006,Running Back,Starter
7,Phillip Lindsay,Running Back,Hart_attack,2,3.6999999999999997,14.84373607,-11.143736070000001,Running Back,Starter
8,Phillip Lindsay,Running Back,Hart_attack,2,10.100000000000001,11.652499112000001,-1.5524991119999996,Running Back,Starter
9,Phillip Lindsay,Running Back,Hart_attack,23,15.200000000000001,13.485569319500001,1.7144306804999996,Flex,Starter
10,Phillip Lindsay,Running Back,Hart_attack,20,NA,0,NA,Bench,Bench
11,Phillip Lindsay,Running Back,Hart_attack,20,8.5,12.056329734499998,-3.5563297344999985,Bench,Bench
12,Phillip Lindsay,Running Back,Hart_attack,2,7.300000000000001,11.284189739000002,-3.9841897390000014,Running Back,Starter
2,Raheem Mostert,Running Back,NA,NA,22.6,6.402813404,16.197186596,NA,Starter
3,Raheem Mostert,Running Back,B1G_HAUS,20,5.9,8.228814098,-2.3288140980000005,Bench,Bench
4,Raheem Mostert,Running Back,B1G_HAUS,20,NA,0,NA,Bench,Bench
5,Raheem Mostert,Running Back,B1G_HAUS,20,3.4000000000000004,6.2467639701,-2.8467639700999996,Bench,Bench
6,Raheem Mostert,Running Back,B1G_HAUS,20,1.3,4.5751646805,-3.2751646805000005,Bench,Bench
10,Raiders D/ST,Defense,NA,NA,20.4,11.806967649,8.593032350999998,NA,Starter
11,Raiders D/ST,Defense,Team_Aponte,16,18,15.950936335,2.0490636650000003,Defense,Starter
12,Raiders D/ST,Defense,Team_Aponte,16,7.799999999999999,13.270276433000001,-5.470276433000002,Defense,Starter
1,Rams D/ST,Defense,Dillon_Panthers ,16,11.2,13.347688656000003,-2.1476886560000032,Defense,Starter
2,Rams D/ST,Defense,Dillon_Panthers ,20,17.4,12.124210661000001,5.2757893389999975,Bench,Bench
3,Rams D/ST,Defense,Dillon_Panthers ,16,15.8,13.822338918000003,1.9776610819999974,Defense,Starter
4,Rams D/ST,Defense,Dillon_Panthers ,16,5.399999999999999,14.473373011000001,-9.073373011000003,Defense,Starter
5,Rams D/ST,Defense,Dillon_Panthers ,16,7,11.124371135,-4.1243711350000005,Defense,Starter
7,Rams D/ST,Defense,NA,NA,27,11.553386941,15.446613059,NA,Starter
8,Rams D/ST,Defense,Team_Aponte,16,16,15.893073547999998,0.1069264520000015,Defense,Starter
10,Rams D/ST,Defense,Dillon_Panthers ,16,27.6,12.447259154,15.152740846000002,Defense,Starter
11,Rams D/ST,Defense,Breaston_Plants Inc,16,18.2,15.64627499,2.553725009999999,Defense,Starter
12,Rams D/ST,Defense,Breaston_Plants Inc,16,-1,10.570489548999998,-11.570489548999998,Defense,Starter
1,Rashaad Penny,Running Back,NightTraen_Reign,20,1.8,8.474559120999999,-6.674559120999999,Bench,Bench
2,Rashaad Penny,Running Back,NightTraen_Reign,20,13,6.293575624900001,6.706424375099999,Bench,Bench
3,Rashaad Penny,Running Back,NightTraen_Reign,20,0,0,0,Bench,Bench
4,Rashaad Penny,Running Back,NightTraen_Reign,20,0,0,0,Bench,Bench
5,Rashaad Penny,Running Back,NightTraen_Reign,20,5.9,5.9274332775000005,-0.02743327750000013,Bench,Bench
6,Rashaad Penny,Running Back,Dillon_Panthers ,23,0,0,0,Flex,Starter
7,Rashaad Penny,Running Back,Dillon_Panthers ,20,0,6.467785606000001,-6.467785606000001,Bench,Bench
8,Rashaad Penny,Running Back,Dillon_Panthers ,20,5.5,6.047845229000001,-0.5478452290000009,Bench,Bench
9,Rashaad Penny,Running Back,Dillon_Panthers ,20,1.2000000000000002,3.3295592113000003,-2.1295592113,Bench,Bench
10,Rashaad Penny,Running Back,Dillon_Panthers ,20,-1.8,3.938716487,-5.7387164870000005,Bench,Bench
1,Ravens D/ST,Defense,The_Peppy Kids,16,19,14.777770787,4.222229213,Defense,Starter
2,Ravens D/ST,Defense,Soup_du Jour,16,13.2,16.262146952,-3.062146951999999,Defense,Starter
4,Ravens D/ST,Defense,NA,NA,2,14.209332793,-12.209332793,NA,Starter
5,Ravens D/ST,Defense,Breaston_Plants Inc,16,11.799999999999999,12.141292562999997,-0.3412925629999979,Defense,Starter
6,Ravens D/ST,Defense,Breaston_Plants Inc,16,14.2,15.780585472999999,-1.5805854729999993,Defense,Starter
9,Ravens D/ST,Defense,NA,NA,21,12.472633783999997,8.527366216000003,NA,Starter
10,Ravens D/ST,Defense,The_Peppy Kids,16,33.8,16.521988474,17.278011525999997,Defense,Starter
11,Ravens D/ST,Defense,The_Peppy Kids,20,19.2,12.890598470999997,6.309401529000002,Bench,Bench
12,Ravens D/ST,Defense,The_Peppy Kids,16,20.6,12.937015535,7.662984465000001,Defense,Starter
5,Redskins D/ST,Defense,NA,NA,5.799999999999999,8.991145293999999,-3.191145294,NA,Starter
6,Redskins D/ST,Defense,Dillon_Panthers ,16,15.6,14.044680852999997,1.5553191470000023,Defense,Starter
1,Robby Anderson,Wide Receiver,Dillon_Panthers ,20,3.8000000000000003,9.729145862400001,-5.9291458624,Bench,Bench
8,Robby Anderson,Wide Receiver,NA,NA,6.3,8.9126239567,-2.6126239566999994,NA,Starter
9,Robby Anderson,Wide Receiver,Breaston_Plants Inc,4,4.300000000000001,9.7398121545,-5.4398121544999984,Wide Receiver,Starter
1,Robert Woods,Wide Receiver,The_Peppy Kids,4,12.6,11.0733054611,1.5266945388999993,Wide Receiver,Starter
2,Robert Woods,Wide Receiver,The_Peppy Kids,4,5.2,11.858565541,-6.658565541000001,Wide Receiver,Starter
3,Robert Woods,Wide Receiver,The_Peppy Kids,4,7.3,10.465078153599999,-3.1650781535999988,Wide Receiver,Starter
4,Robert Woods,Wide Receiver,The_Peppy Kids,20,22.900000000000002,10.702163674800001,12.1978363252,Bench,Bench
5,Robert Woods,Wide Receiver,The_Peppy Kids,23,7.300000000000001,11.731428589100002,-4.431428589100001,Flex,Starter
6,Robert Woods,Wide Receiver,The_Peppy Kids,20,7.6,11.386267990200002,-3.7862679902000025,Bench,Bench
7,Robert Woods,Wide Receiver,The_Peppy Kids,4,11.1,11.174654574900002,-0.07465457490000205,Wide Receiver,Starter
8,Robert Woods,Wide Receiver,The_Peppy Kids,4,5.2,9.761633914600003,-4.5616339146000024,Wide Receiver,Starter
9,Robert Woods,Wide Receiver,The_Peppy Kids,20,NA,0,NA,Bench,Bench
10,Robert Woods,Wide Receiver,The_Peppy Kids,4,13,10.4355275165,2.5644724834999995,Wide Receiver,Starter
11,Robert Woods,Wide Receiver,The_Peppy Kids,20,0,0,0,Bench,Bench
12,Robert Woods,Wide Receiver,The_Peppy Kids,20,12.700000000000001,8.956243437100001,3.7437565629,Bench,Bench
4,Ronald Jones II,Running Back,NA,NA,14.7,5.610273528599999,9.0897264714,NA,Starter
5,Ronald Jones II,Running Back,NightTraen_Reign,2,6.6,8.438889520700002,-1.8388895207000022,Running Back,Starter
6,Ronald Jones II,Running Back,NightTraen_Reign,23,7,8.7970534593,-1.7970534593000007,Flex,Starter
7,Ronald Jones II,Running Back,NightTraen_Reign,20,NA,0,NA,Bench,Bench
8,Ronald Jones II,Running Back,NightTraen_Reign,20,5.7,7.2327361194,-1.5327361194,Bench,Bench
9,Ronald Jones II,Running Back,NightTraen_Reign,20,15.2,7.433254669500001,7.766745330499998,Bench,Bench
10,Ronald Jones II,Running Back,NightTraen_Reign,2,18.6,11.923680422000002,6.676319577999999,Running Back,Starter
11,Ronald Jones II,Running Back,NightTraen_Reign,2,2.4,10.662861063500001,-8.2628610635,Running Back,Starter
12,Ronald Jones II,Running Back,NightTraen_Reign,2,14.200000000000001,11.627206807,2.5727931930000008,Running Back,Starter
10,Ross Dwelley,Tight End,NA,NA,3.9000000000000004,5.554925459,-1.6549254589999993,NA,Starter
11,Ross Dwelley,Tight End,Soup_du Jour,6,15.4,6.158132995,9.241867005,Tight End,Starter
12,Ross Dwelley,Tight End,Soup_du Jour,20,0,1.3192836769,-1.3192836769,Bench,Bench
1,Royce Freeman,Running Back,Team_Aponte,20,6.6000000000000005,8.9398978105,-2.3398978104999992,Bench,Bench
2,Royce Freeman,Running Back,Team_Aponte,20,12.700000000000001,8.6455048195,4.054495180500002,Bench,Bench
3,Royce Freeman,Running Back,Team_Aponte,20,9.3,9.196919918999999,0.10308008100000166,Bench,Bench
4,Royce Freeman,Running Back,Team_Aponte,20,7,10.078617777500002,-3.0786177775000017,Bench,Bench
5,Royce Freeman,Running Back,Team_Aponte,20,7.700000000000001,10.543780311,-2.8437803109999997,Bench,Bench
6,Royce Freeman,Running Back,Team_Aponte,23,10.100000000000001,10.502413081500002,-0.40241308150000066,Flex,Starter
7,Royce Freeman,Running Back,Team_Aponte,23,14.7,10.939554469500003,3.7604455304999966,Flex,Starter
8,Royce Freeman,Running Back,Team_Aponte,2,11,10.316632807000001,0.6833671929999987,Running Back,Starter
9,Royce Freeman,Running Back,Team_Aponte,2,1.9,11.0554715715,-9.1554715715,Running Back,Starter
10,Royce Freeman,Running Back,Team_Aponte,20,NA,0,NA,Bench,Bench
1,Russell Wilson,Quarterback,Dillon_Panthers ,0,16.6,18.188465750000002,-1.588465750000001,Quarterback,Starter
2,Russell Wilson,Quarterback,Dillon_Panthers ,20,24.2,17.879610561,6.3203894389999995,Bench,Bench
3,Russell Wilson,Quarterback,Dillon_Panthers ,20,41.34,17.982963308,23.357036692000005,Bench,Bench
4,Russell Wilson,Quarterback,Dillon_Panthers ,0,14.3,20.672554627,-6.3725546269999995,Quarterback,Starter
5,Russell Wilson,Quarterback,Dillon_Panthers ,0,29.92,19.491589031,10.428410969000002,Quarterback,Starter
6,Russell Wilson,Quarterback,Dillon_Panthers ,0,28.900000000000002,20.361541652,8.538458348000002,Quarterback,Starter
7,Russell Wilson,Quarterback,Dillon_Panthers ,0,14.34,21.881144171000003,-7.541144171000003,Quarterback,Starter
8,Russell Wilson,Quarterback,Dillon_Panthers ,0,15.68,22.139028291000002,-6.459028291000003,Quarterback,Starter
9,Russell Wilson,Quarterback,Dillon_Panthers ,0,39.22,22.985630764,16.234369236,Quarterback,Starter
10,Russell Wilson,Quarterback,Dillon_Panthers ,0,16.58,18.405519096,-1.8255190960000007,Quarterback,Starter
11,Russell Wilson,Quarterback,Dillon_Panthers ,20,NA,0,NA,Bench,Bench
12,Russell Wilson,Quarterback,Dillon_Panthers ,0,9.5,20.314886314,-10.814886313999999,Quarterback,Starter
9,Ryan Tannehill,Quarterback,NA,NA,23.04,14.661182563,8.378817436999999,NA,Starter
10,Ryan Tannehill,Quarterback,Hart_attack,0,18.939999999999998,15.794842704,3.145157295999997,Quarterback,Starter
6,Saints D/ST,Defense,NA,NA,19.6,12.644698601999998,6.955301398000003,NA,Starter
7,Saints D/ST,Defense,Soup_du Jour,16,14,15.425170437,-1.4251704370000002,Defense,Starter
8,Saints D/ST,Defense,Soup_du Jour,20,16.4,14.059987507999999,2.3400124919999996,Bench,Bench
10,Saints D/ST,Defense,Soup_du Jour,16,9.6,13.135913949999999,-3.5359139499999994,Defense,Starter
11,Saints D/ST,Defense,Soup_du Jour,16,25.2,13.470779156999997,11.729220843000002,Defense,Starter
12,Saints D/ST,Defense,Soup_du Jour,16,6.6,13.577483977000002,-6.977483977000002,Defense,Starter
1,Sammy Watkins,Wide Receiver,Soup_du Jour,20,42.3,8.886263458699998,33.4137365413,Bench,Bench
2,Sammy Watkins,Wide Receiver,Soup_du Jour,4,7.9,13.307394753300002,-5.407394753300002,Wide Receiver,Starter
3,Sammy Watkins,Wide Receiver,Soup_du Jour,4,8.9,12.657472915600001,-3.757472915600001,Wide Receiver,Starter
4,Sammy Watkins,Wide Receiver,Soup_du Jour,4,4.9,13.4888092065,-8.588809206499999,Wide Receiver,Starter
5,Sammy Watkins,Wide Receiver,Soup_du Jour,4,0,12.701146385500003,-12.701146385500003,Wide Receiver,Starter
6,Sammy Watkins,Wide Receiver,Soup_du Jour,20,0,0,0,Bench,Bench
7,Sammy Watkins,Wide Receiver,Soup_du Jour,20,0,0,0,Bench,Bench
8,Sammy Watkins,Wide Receiver,Heartbreak_Kid,20,7,7.475970287999999,-0.4759702879999992,Bench,Bench
9,Sammy Watkins,Wide Receiver,NA,NA,9.8,8.146642433,1.6533575670000005,NA,Starter
10,Sammy Watkins,Wide Receiver,Dillon_Panthers ,4,7.6000000000000005,11.181777486999998,-3.5817774869999974,Wide Receiver,Starter
11,Sammy Watkins,Wide Receiver,Breaston_Plants Inc,20,3.6,9.8913988275,-6.2913988275,Bench,Bench
12,Sammy Watkins,Wide Receiver,Breaston_Plants Inc,20,NA,0,NA,Bench,Bench
1,Saquon Barkley,Running Back,Dillon_Panthers ,2,15.9,20.160035597500002,-4.260035597500002,Running Back,Starter
2,Saquon Barkley,Running Back,Dillon_Panthers ,2,21.000000000000004,20.315307293500002,0.6846927065000017,Running Back,Starter
3,Saquon Barkley,Running Back,Dillon_Panthers ,2,5.7,18.308083658,-12.608083658000002,Running Back,Starter
4,Saquon Barkley,Running Back,Dillon_Panthers ,21,0,0,0,IR,Bench
5,Saquon Barkley,Running Back,Dillon_Panthers ,21,0,0,0,IR,Bench
6,Saquon Barkley,Running Back,NightTraen_Reign,21,0,0,0,IR,Bench
7,Saquon Barkley,Running Back,NightTraen_Reign,2,15.5,20.116040012499997,-4.616040012499997,Running Back,Starter
8,Saquon Barkley,Running Back,NightTraen_Reign,2,24.299999999999997,17.6131819905,6.686818009499998,Running Back,Starter
9,Saquon Barkley,Running Back,NightTraen_Reign,2,12.5,17.089519722,-4.589519721999999,Running Back,Starter
10,Saquon Barkley,Running Back,NightTraen_Reign,2,5.6,19.568945346499998,-13.968945346499998,Running Back,Starter
11,Saquon Barkley,Running Back,NightTraen_Reign,20,NA,0,NA,Bench,Bench
12,Saquon Barkley,Running Back,NightTraen_Reign,23,7,16.4438588765,-9.443858876499998,Flex,Starter
8,Seahawks D/ST,Defense,NA,NA,14,14.459058776999997,-0.4590587769999974,NA,Starter
9,Seahawks D/ST,Defense,Team_Aponte,16,5.399999999999999,12.143789038000001,-6.743789038000003,Defense,Starter
10,Seahawks D/ST,Defense,Team_Aponte,16,22.8,10.767091259999999,12.032908740000002,Defense,Starter
1,Sony Michel,Running Back,The_Peppy Kids,23,1.4000000000000001,11.4673808985,-10.0673808985,Flex,Starter
2,Sony Michel,Running Back,The_Peppy Kids,23,12.3,11.831891218500001,0.4681087814999998,Flex,Starter
3,Sony Michel,Running Back,The_Peppy Kids,2,7.1,14.6446049088,-7.5446049088,Running Back,Starter
4,Sony Michel,Running Back,The_Peppy Kids,20,6.300000000000001,8.907517164400002,-2.607517164400001,Bench,Bench
5,Sony Michel,Running Back,The_Peppy Kids,20,19.8,13.275715971399999,6.524284028600002,Bench,Bench
6,Sony Michel,Running Back,The_Peppy Kids,2,12.3,14.675000572500002,-2.375000572500001,Running Back,Starter
7,Sony Michel,Running Back,The_Peppy Kids,2,21.9,10.233103459000002,11.666896540999996,Running Back,Starter
8,Sony Michel,Running Back,The_Peppy Kids,20,7.4,13.346523089700003,-5.946523089700003,Bench,Bench
9,Sony Michel,Running Back,The_Peppy Kids,23,3.5,9.859061440399998,-6.359061440399998,Flex,Starter
10,Sony Michel,Running Back,The_Peppy Kids,20,NA,0,NA,Bench,Bench
11,Sony Michel,Running Back,The_Peppy Kids,20,5.4,10.189138918000001,-4.789138918000001,Bench,Bench
12,Sony Michel,Running Back,The_Peppy Kids,2,8.5,10.438437081500004,-1.9384370815000036,Running Back,Starter
8,Steelers D/ST,Defense,Just Drew _It,16,18.4,17.902348864,0.4976511359999982,Defense,Starter
9,Steelers D/ST,Defense,Just Drew _It,16,22.2,12.527184145,9.672815855,Defense,Starter
10,Steelers D/ST,Defense,Just Drew _It,16,31.4,12.514216412999998,18.885783587,Defense,Starter
11,Steelers D/ST,Defense,Just Drew _It,16,10.6,13.966980659999999,-3.3669806599999994,Defense,Starter
12,Steelers D/ST,Defense,Just Drew _It,16,18,17.224813875000002,0.7751861249999976,Defense,Starter
1,Stefon Diggs,Wide Receiver,Hart_attack,4,4.7,11.613729109500001,-6.913729109500001,Wide Receiver,Starter
2,Stefon Diggs,Wide Receiver,Hart_attack,4,9.4,11.794010954500001,-2.3940109545000006,Wide Receiver,Starter
3,Stefon Diggs,Wide Receiver,Hart_attack,4,3,10.3718967606,-7.3718967606,Wide Receiver,Starter
4,Stefon Diggs,Wide Receiver,Hart_attack,4,12.3,8.806234845,3.493765155,Wide Receiver,Starter
5,Stefon Diggs,Wide Receiver,Hart_attack,4,5.9,9.1681112773,-3.268111277299999,Wide Receiver,Starter
6,Stefon Diggs,Wide Receiver,Hart_attack,4,40,8.2958724411,31.704127558899998,Wide Receiver,Starter
7,Stefon Diggs,Wide Receiver,Hart_attack,4,17.8,10.578117129299999,7.221882870700002,Wide Receiver,Starter
8,Stefon Diggs,Wide Receiver,Hart_attack,4,15.8,12.160272219400001,3.6397277805999995,Wide Receiver,Starter
9,Stefon Diggs,Wide Receiver,Hart_attack,4,2.1,10.951076457200001,-8.851076457200001,Wide Receiver,Starter
10,Stefon Diggs,Wide Receiver,Hart_attack,4,6.4,12.1651791315,-5.7651791315,Wide Receiver,Starter
11,Stefon Diggs,Wide Receiver,Hart_attack,20,20.6,10.0261323747,10.573867625300002,Bench,Bench
12,Stefon Diggs,Wide Receiver,Hart_attack,20,NA,0,NA,Bench,Bench
1,Sterling Shepard,Wide Receiver,B1G_HAUS,4,7.2,11.3581994881,-4.1581994881,Wide Receiver,Starter
2,Sterling Shepard,Wide Receiver,B1G_HAUS,20,0,0,0,Bench,Bench
3,Sterling Shepard,Wide Receiver,B1G_HAUS,23,23.6,9.1484875057,14.451512494300001,Flex,Starter
4,Sterling Shepard,Wide Receiver,B1G_HAUS,23,13.400000000000002,10.844184035500001,2.5558159645000007,Flex,Starter
5,Sterling Shepard,Wide Receiver,Pre-Snap_Adjustment,4,7.2,10.589794670400002,-3.3897946704000015,Wide Receiver,Starter
6,Sterling Shepard,Wide Receiver,Pre-Snap_Adjustment,20,0,0,0,Bench,Bench
7,Sterling Shepard,Wide Receiver,Pre-Snap_Adjustment,20,0,0,0,Bench,Bench
8,Sterling Shepard,Wide Receiver,Pre-Snap_Adjustment,20,0,0,0,Bench,Bench
9,Sterling Shepard,Wide Receiver,Pre-Snap_Adjustment,20,0,0,0,Bench,Bench
10,Sterling Shepard,Wide Receiver,Pre-Snap_Adjustment,20,0,0,0,Bench,Bench
11,Sterling Shepard,Wide Receiver,Pre-Snap_Adjustment,20,NA,0,NA,Bench,Bench
12,Sterling Shepard,Wide Receiver,Pre-Snap_Adjustment,20,6.2,9.2138738372,-3.0138738371999994,Bench,Bench
1,T.J. Hockenson,Tight End,Heartbreak_Kid,20,22.1,5.674569547000001,16.425430453,Bench,Bench
2,T.J. Hockenson,Tight End,Heartbreak_Kid,23,1.2000000000000002,7.423691982499999,-6.223691982499999,Flex,Starter
3,T.J. Hockenson,Tight End,Heartbreak_Kid,20,0.6,7.329938974500001,-6.729938974500001,Bench,Bench
4,T.J. Hockenson,Tight End,Heartbreak_Kid,20,10.2,8.13161585,2.06838415,Bench,Bench
5,T.J. Hockenson,Tight End,Heartbreak_Kid,20,NA,0,NA,Bench,Bench
6,T.J. Hockenson,Tight End,Team_Aponte,6,4.1,6.0186421684999996,-1.9186421685,Tight End,Starter
